Activity,Type,Start,Finish,Details
Feeding,Bottle,"2025-07-04, 03:45","2025-07-04, 03:50","126ml, formula"
Feeding,Bottle,"2025-07-03, 22:55","2025-07-03, 23:10","88ml, formula"
Feeding,Bottle,"2025-07-03, 19:05","2025-07-03, 19:30","189ml, formula"
Feeding,Bottle,"2025-07-03, 16:25","2025-07-03, 17:01","142ml, formula"
Feeding,Bottle,"2025-07-03, 12:30","2025-07-03, 13:15","180ml, formula"
Feeding,Bottle,"2025-07-03, 08:30","2025-07-03, 10:15","126ml, formula"
Feeding,Bottle,"2025-07-03, 05:05","2025-07-03, 05:20","183ml, formula"
Feeding,Bottle,"2025-07-02, 22:00","2025-07-02, 22:05","51ml, formula"
Feeding,Bottle,"2025-07-02, 19:00","2025-07-02, 19:30","157ml, formula"
Feeding,Bottle,"2025-07-02, 16:25","2025-07-02, 16:55","122ml, formula"
Feeding,Bottle,"2025-07-02, 13:15","2025-07-02, 13:40","148ml, formula"
Feeding,Bottle,"2025-07-02, 10:30","2025-07-02, 11:30","104ml, formula"
Feeding,Bottle,"2025-07-02, 07:00","2025-07-02, 08:00","98ml, formula"
Feeding,Bottle,"2025-07-02, 00:50","2025-07-02, 00:55","81ml, formula"
Feeding,Bottle,"2025-07-01, 19:20","2025-07-01, 19:40","177ml, formula"
Feeding,Bottle,"2025-07-01, 16:10","2025-07-01, 16:50","122ml, formula"
Feeding,Bottle,"2025-07-01, 13:15","2025-07-01, 13:45","130ml, formula"
Feeding,Bottle,"2025-07-01, 09:45","2025-07-01, 10:30","164ml, formula"
Feeding,Bottle,"2025-07-01, 06:35","2025-07-01, 06:45","104ml, formula"
Feeding,Bottle,"2025-07-01, 00:05","2025-07-01, 00:10","70ml, formula"
Feeding,Bottle,"2025-06-30, 19:30","2025-06-30, 19:50","195ml, formula"
Feeding,Bottle,"2025-06-30, 17:20","2025-06-30, 17:40","110ml, formula"
Feeding,Bottle,"2025-06-30, 13:10","2025-06-30, 13:50","160ml, formula"
Feeding,Bottle,"2025-06-30, 10:10","2025-06-30, 11:00","84ml, formula"
Feeding,Bottle,"2025-06-30, 06:30","2025-06-30, 07:30","101ml, formula"
Feeding,Bottle,"2025-06-30, 00:25","2025-06-30, 00:40","98ml, formula"
Feeding,Bottle,"2025-06-29, 19:30","2025-06-29, 20:00","230ml, formula"
Feeding,Bottle,"2025-06-29, 17:00","2025-06-29, 17:45","108ml, formula"
Feeding,Bottle,"2025-06-29, 14:00","2025-06-29, 14:20","106ml, formula"
Feeding,Bottle,"2025-06-29, 11:30","2025-06-29, 12:00","152ml, formula"
Feeding,Bottle,"2025-06-29, 07:45","2025-06-29, 08:00","185ml, formula"
Feeding,Bottle,"2025-06-29, 02:35","2025-06-29, 02:45","222ml, formula"
Feeding,Bottle,"2025-06-28, 19:35","2025-06-28, 20:00","231ml, formula"
Feeding,Bottle,"2025-06-28, 17:00","2025-06-28, 17:15","111ml, formula"
Feeding,Bottle,"2025-06-28, 13:45","2025-06-28, 14:45","103ml, formula"
Feeding,Bottle,"2025-06-28, 10:20","2025-06-28, 10:40","124ml, formula"
Feeding,Bottle,"2025-06-28, 07:20","2025-06-28, 07:40","160ml, formula"
Feeding,Bottle,"2025-06-28, 00:50","2025-06-28, 01:05","110ml, formula"
Feeding,Bottle,"2025-06-27, 19:45","2025-06-27, 20:00","245ml, formula"
Feeding,Bottle,"2025-06-27, 16:50","2025-06-27, 17:10","144ml, formula"
Feeding,Bottle,"2025-06-27, 13:55","2025-06-27, 14:10","148ml, formula"
Feeding,Bottle,"2025-06-27, 10:55","2025-06-27, 11:50","115ml, formula"
Feeding,Bottle,"2025-06-27, 06:55","2025-06-27, 07:15","218ml, formula"
Feeding,Bottle,"2025-06-27, 01:20","2025-06-27, 01:25","111ml, formula"
Feeding,Bottle,"2025-06-26, 19:30","2025-06-26, 20:00","202ml, formula"
Feeding,Bottle,"2025-06-26, 17:15","2025-06-26, 17:30","54ml, formula"
Feeding,Bottle,"2025-06-26, 14:20","2025-06-26, 15:00","250ml, formula"
Feeding,Bottle,"2025-06-26, 10:25","2025-06-26, 11:00","101ml, formula"
Feeding,Bottle,"2025-06-26, 07:25","2025-06-26, 07:45","125ml, formula"
Feeding,Bottle,"2025-06-26, 02:50","2025-06-26, 03:05","161ml, formula"
Feeding,Bottle,"2025-06-25, 19:40","2025-06-25, 20:00","169ml, formula"
Feeding,Bottle,"2025-06-25, 16:35","2025-06-25, 17:00","128ml, formula"
Feeding,Bottle,"2025-06-25, 12:50","2025-06-25, 13:05","128ml, formula"
Feeding,Bottle,"2025-06-25, 09:40","2025-06-25, 10:00","108ml, formula"
Feeding,Bottle,"2025-06-25, 06:40","2025-06-25, 07:00","140ml, formula"
Feeding,Bottle,"2025-06-25, 00:30","2025-06-25, 00:40","117ml, formula"
Feeding,Bottle,"2025-06-24, 19:40","2025-06-24, 20:00","211ml, formula"
Feeding,Bottle,"2025-06-24, 16:50","2025-06-24, 17:10","181ml, formula"
Feeding,Bottle,"2025-06-24, 13:40","2025-06-24, 14:00","132ml, formula"
Feeding,Bottle,"2025-06-24, 10:50","2025-06-24, 11:23","139ml, formula"
Feeding,Bottle,"2025-06-24, 07:45","2025-06-24, 08:10","154ml, formula"
Feeding,Bottle,"2025-06-24, 04:40","2025-06-24, 04:50","156ml, formula"
Feeding,Bottle,"2025-06-23, 22:50","2025-06-23, 23:05","111ml, formula"
Feeding,Bottle,"2025-06-23, 19:40","2025-06-23, 20:00","112ml, formula"
Feeding,Bottle,"2025-06-23, 17:10","2025-06-23, 17:30","166ml, formula"
Feeding,Bottle,"2025-06-23, 14:15","2025-06-23, 14:30","141ml, formula"
Feeding,Bottle,"2025-06-23, 11:15","2025-06-23, 12:00","146ml, formula"
Feeding,Bottle,"2025-06-23, 07:25","2025-06-23, 07:40","174ml, formula"
Feeding,Bottle,"2025-06-22, 23:30","2025-06-22, 23:35","90ml, formula"
Feeding,Bottle,"2025-06-22, 19:35","2025-06-22, 20:00","189ml, formula"
Feeding,Bottle,"2025-06-22, 16:25","2025-06-22, 17:00","182ml, formula"
Feeding,Bottle,"2025-06-22, 13:20","2025-06-22, 14:26","178ml, formula"
Feeding,Bottle,"2025-06-22, 10:30","2025-06-22, 10:40","89ml, formula"
Feeding,Bottle,"2025-06-22, 07:25","2025-06-22, 07:40","168ml, formula"
Feeding,Bottle,"2025-06-22, 01:25","2025-06-22, 01:55","129ml, formula"
Feeding,Bottle,"2025-06-21, 19:45","2025-06-21, 20:15","167ml, formula"
Feeding,Bottle,"2025-06-21, 17:05","2025-06-21, 17:25","157ml, formula"
Feeding,Bottle,"2025-06-21, 14:05","2025-06-21, 14:45","135ml, formula"
Feeding,Bottle,"2025-06-21, 10:25","2025-06-21, 12:00","153ml, formula"
Feeding,Bottle,"2025-06-21, 07:30","2025-06-21, 07:50","191ml, formula"
Feeding,Bottle,"2025-06-21, 02:05","2025-06-21, 02:15","118ml, formula"
Feeding,Bottle,"2025-06-20, 19:30","2025-06-20, 20:00","160ml, formula"
Feeding,Bottle,"2025-06-20, 17:15","2025-06-20, 17:35","188ml, formula"
Feeding,Bottle,"2025-06-20, 14:10","2025-06-20, 14:45","174ml, formula"
Feeding,Bottle,"2025-06-20, 09:55","2025-06-20, 10:25","182ml, formula"
Feeding,Bottle,"2025-06-20, 06:55","2025-06-20, 07:25","160ml, formula"
Feeding,Bottle,"2025-06-19, 19:10","2025-06-19, 19:30","264ml, formula"
Feeding,Bottle,"2025-06-19, 16:05","2025-06-19, 16:55","144ml, formula"
Feeding,Bottle,"2025-06-19, 12:35","2025-06-19, 13:25","121ml, formula"
Feeding,Bottle,"2025-06-19, 09:00","2025-06-19, 09:40","208ml, formula"
Feeding,Bottle,"2025-06-19, 05:50","2025-06-19, 06:00","127ml, formula"
Feeding,Bottle,"2025-06-18, 19:35","2025-06-18, 19:45","155ml, formula"
Feeding,Bottle,"2025-06-18, 16:15","2025-06-18, 16:45","127ml, formula"
Feeding,Bottle,"2025-06-18, 12:55","2025-06-18, 13:25","118ml, formula"
Feeding,Bottle,"2025-06-18, 09:15","2025-06-18, 09:25","125ml, formula"
Feeding,Bottle,"2025-06-18, 05:20","2025-06-18, 05:40","151ml, formula"
Feeding,Bottle,"2025-06-18, 00:20","2025-06-18, 00:30","128ml, formula"
Feeding,Bottle,"2025-06-17, 19:20","2025-06-17, 19:35","218ml, formula"
Feeding,Bottle,"2025-06-17, 16:30","2025-06-17, 16:52","126ml, formula"
Feeding,Bottle,"2025-06-17, 13:15","2025-06-17, 13:45","141ml, formula"
Feeding,Bottle,"2025-06-17, 09:35","2025-06-17, 10:45","155ml, formula"
Feeding,Bottle,"2025-06-17, 06:30","2025-06-17, 06:40","122ml, formula"
Feeding,Bottle,"2025-06-17, 01:05","2025-06-17, 01:15","93ml, formula"
Feeding,Bottle,"2025-06-16, 19:05","2025-06-16, 19:30","258ml, formula"
Feeding,Bottle,"2025-06-16, 16:15","2025-06-16, 16:45","142ml, formula"
Feeding,Bottle,"2025-06-16, 12:45","2025-06-16, 13:00","203ml, formula"
Feeding,Bottle,"2025-06-16, 09:00","2025-06-16, 10:15","174ml, formula"
Feeding,Bottle,"2025-06-16, 05:35","2025-06-16, 05:45","76ml, formula"
Feeding,Bottle,"2025-06-15, 23:35","2025-06-15, 23:45","130ml, formula"
Feeding,Bottle,"2025-06-15, 18:55","2025-06-15, 19:15","184ml, formula"
Feeding,Bottle,"2025-06-15, 15:45","2025-06-15, 16:00","143ml, formula"
Feeding,Bottle,"2025-06-15, 12:30","2025-06-15, 13:15","121ml, formula"
Feeding,Bottle,"2025-06-15, 09:10","2025-06-15, 09:30","119ml, formula"
Feeding,Bottle,"2025-06-15, 06:10","2025-06-15, 06:20","177ml, formula"
Feeding,Bottle,"2025-06-15, 00:30","2025-06-15, 00:40","85ml, formula"
Feeding,Bottle,"2025-06-14, 19:45","2025-06-14, 20:00","163ml, formula"
Feeding,Bottle,"2025-06-14, 16:45","2025-06-14, 17:05","148ml, formula"
Feeding,Bottle,"2025-06-14, 13:30","2025-06-14, 14:00","134ml, formula"
Feeding,Bottle,"2025-06-14, 10:30","2025-06-14, 11:00","92ml, formula"
Feeding,Bottle,"2025-06-14, 06:50","2025-06-14, 07:15","185ml, formula"
Feeding,Bottle,"2025-06-14, 01:40","2025-06-14, 01:45","162ml, formula"
Feeding,Bottle,"2025-06-13, 18:55","2025-06-13, 19:05","137ml, formula"
Feeding,Bottle,"2025-06-13, 16:00","2025-06-13, 16:15","172ml, formula"
Feeding,Bottle,"2025-06-13, 12:30","2025-06-13, 14:30","139ml, formula"
Feeding,Bottle,"2025-06-13, 09:25","2025-06-13, 09:35","170ml, formula"
Feeding,Bottle,"2025-06-13, 06:10","2025-06-13, 06:15","124ml, formula"
Feeding,Bottle,"2025-06-13, 01:45","2025-06-13, 02:00","165ml, formula"
Feeding,Bottle,"2025-06-12, 19:35","2025-06-12, 19:50","205ml, formula"
Feeding,Bottle,"2025-06-12, 16:15","2025-06-12, 16:30","125ml, formula"
Feeding,Bottle,"2025-06-12, 13:00","2025-06-12, 13:50","160ml, formula"
Feeding,Bottle,"2025-06-12, 09:10","2025-06-12, 09:35","146ml, formula"
Feeding,Bottle,"2025-06-12, 06:00","2025-06-12, 06:15","146ml, formula"
Feeding,Bottle,"2025-06-12, 01:00","2025-06-12, 01:25","148ml, formula"
Feeding,Bottle,"2025-06-11, 17:50","2025-06-11, 18:50","197ml, formula"
Feeding,Bottle,"2025-06-11, 14:30","2025-06-11, 15:00","221ml, formula"
Feeding,Bottle,"2025-06-11, 11:30","2025-06-11, 11:45","140ml, formula"
Feeding,Bottle,"2025-06-11, 08:30","2025-06-11, 08:50","152ml, formula"
Feeding,Bottle,"2025-06-11, 05:40","2025-06-11, 05:50","129ml, formula"
Feeding,Bottle,"2025-06-11, 02:30","2025-06-11, 02:40","80ml, formula"
Feeding,Bottle,"2025-06-10, 22:05","2025-06-10, 22:10","109ml, formula"
Feeding,Bottle,"2025-06-10, 19:40","2025-06-10, 19:55","114ml, formula"
Feeding,Bottle,"2025-06-10, 16:50","2025-06-10, 17:00","156ml, formula"
Feeding,Bottle,"2025-06-10, 13:50","2025-06-10, 14:20","121ml, formula"
Feeding,Bottle,"2025-06-10, 10:10","2025-06-10, 10:50","143ml, formula"
Feeding,Bottle,"2025-06-10, 07:00","2025-06-10, 07:55","217ml, formula"
Feeding,Bottle,"2025-06-10, 03:35","2025-06-10, 03:45","146ml, formula"
Feeding,Bottle,"2025-06-09, 18:45","2025-06-09, 19:00","96ml, formula"
Feeding,Bottle,"2025-06-09, 15:45","2025-06-09, 16:00","188ml, formula"
Feeding,Bottle,"2025-06-09, 12:45","2025-06-09, 13:15","92ml, formula"
Feeding,Bottle,"2025-06-09, 08:30","2025-06-09, 08:50","73ml, formula"
Feeding,Bottle,"2025-06-09, 04:35","2025-06-09, 04:45","93ml, formula"
Feeding,Bottle,"2025-06-08, 22:30","2025-06-08, 22:45","135ml, formula"
Feeding,Bottle,"2025-06-08, 18:55","2025-06-08, 19:05","107ml, formula"
Feeding,Bottle,"2025-06-08, 15:45","2025-06-08, 16:20","174ml, formula"
Feeding,Bottle,"2025-06-08, 12:10","2025-06-08, 13:10","211ml, formula"
Feeding,Bottle,"2025-06-08, 08:40","2025-06-08, 08:50","182ml, formula"
Feeding,Bottle,"2025-06-08, 04:50","2025-06-08, 05:00","118ml, formula"
Feeding,Bottle,"2025-06-07, 19:10","2025-06-07, 19:50","120ml, formula"
Feeding,Bottle,"2025-06-07, 16:00","2025-06-07, 16:40","126ml, formula"
Feeding,Bottle,"2025-06-07, 12:35","2025-06-07, 13:30","148ml, formula"
Feeding,Bottle,"2025-06-07, 09:20","2025-06-07, 10:00","121ml, formula"
Feeding,Bottle,"2025-06-07, 06:10","2025-06-07, 06:30","171ml, formula"
Feeding,Bottle,"2025-06-07, 02:15","2025-06-07, 02:25","120ml, formula"
Feeding,Bottle,"2025-06-06, 19:55","2025-06-06, 20:10","202ml, formula"
Feeding,Bottle,"2025-06-06, 17:15","2025-06-06, 17:25","141ml, formula"
Feeding,Bottle,"2025-06-06, 14:20","2025-06-06, 14:45","140ml, formula"
Feeding,Bottle,"2025-06-06, 11:00","2025-06-06, 12:00","153ml, formula"
Feeding,Bottle,"2025-06-06, 06:30","2025-06-06, 06:45","124ml, formula"
Feeding,Bottle,"2025-06-06, 03:10","2025-06-06, 03:20","222ml, formula"
Feeding,Bottle,"2025-06-05, 19:50","2025-06-05, 20:10","179ml, formula"
Feeding,Bottle,"2025-06-05, 17:10","2025-06-05, 17:40","172ml, formula"
Feeding,Bottle,"2025-06-05, 13:00","2025-06-05, 13:30","146ml, formula"
Feeding,Bottle,"2025-06-05, 10:00","2025-06-05, 10:35","142ml, formula"
Feeding,Bottle,"2025-06-05, 06:45","2025-06-05, 07:00","199ml, formula"
Feeding,Bottle,"2025-06-05, 02:15","2025-06-05, 02:25","188ml, formula"
Feeding,Bottle,"2025-06-04, 18:45","2025-06-04, 19:05","187ml, formula"
Feeding,Bottle,"2025-06-04, 15:40","2025-06-04, 16:10","176ml, formula"
Feeding,Bottle,"2025-06-04, 12:30","2025-06-04, 13:00","94ml, formula"
Feeding,Bottle,"2025-06-04, 08:45","2025-06-04, 09:00","129ml, formula"
Feeding,Bottle,"2025-06-04, 05:15","2025-06-04, 05:30","126ml, formula"
Feeding,Bottle,"2025-06-03, 23:55","2025-06-04, 00:00","126ml, formula"
Feeding,Bottle,"2025-06-03, 18:50","2025-06-03, 19:05","178ml, formula"
Feeding,Bottle,"2025-06-03, 16:00","2025-06-03, 16:30","116ml, formula"
Feeding,Bottle,"2025-06-03, 13:00","2025-06-03, 13:25","115ml, formula"
Feeding,Bottle,"2025-06-03, 09:00","2025-06-03, 10:15","155ml, formula"
Feeding,Bottle,"2025-06-03, 05:20","2025-06-03, 05:40","190ml, formula"
Feeding,Bottle,"2025-06-03, 01:15","2025-06-03, 01:25","187ml, formula"
Feeding,Bottle,"2025-06-02, 18:45","2025-06-02, 19:00","100ml, formula"
Feeding,Bottle,"2025-06-02, 15:50","2025-06-02, 16:05","127ml, formula"
Feeding,Bottle,"2025-06-02, 12:45","2025-06-02, 13:15","143ml, formula"
Feeding,Bottle,"2025-06-02, 09:25","2025-06-02, 09:45","102ml, formula"
Feeding,Bottle,"2025-06-02, 06:15","2025-06-02, 06:30","131ml, formula"
Feeding,Bottle,"2025-06-02, 00:35","2025-06-02, 00:44","164ml, formula"
Feeding,Bottle,"2025-06-01, 19:55","2025-06-01, 20:10","125ml, formula"
Feeding,Bottle,"2025-06-01, 16:40","2025-06-01, 17:00","124ml, formula"
Feeding,Bottle,"2025-06-01, 13:10","2025-06-01, 13:30","168ml, formula"
Feeding,Bottle,"2025-06-01, 10:10","2025-06-01, 10:30","121ml, formula"
Feeding,Bottle,"2025-06-01, 06:40","2025-06-01, 07:00","135ml, formula"
Feeding,Bottle,"2025-06-01, 00:30","2025-06-01, 00:40","98ml, formula"
Feeding,Bottle,"2025-05-31, 18:30","2025-05-31, 18:40","197ml, formula"
Feeding,Bottle,"2025-05-31, 15:25","2025-05-31, 15:35","143ml, formula"
Feeding,Bottle,"2025-05-31, 12:30","2025-05-31, 12:45","147ml, formula"
Feeding,Bottle,"2025-05-31, 09:30","2025-05-31, 09:40","120ml, formula"
Feeding,Bottle,"2025-05-31, 06:00","2025-05-31, 06:15","112ml, formula"
Feeding,Bottle,"2025-05-31, 01:05","2025-05-31, 01:10","115ml, formula"
Feeding,Bottle,"2025-05-30, 19:30","2025-05-30, 19:45","160ml, formula"
Feeding,Bottle,"2025-05-30, 16:45","2025-05-30, 16:55","108ml, formula"
Feeding,Bottle,"2025-05-30, 13:25","2025-05-30, 13:35","116ml, formula"
Feeding,Bottle,"2025-05-30, 10:40","2025-05-30, 10:50","133ml, formula"
Feeding,Bottle,"2025-05-30, 07:30","2025-05-30, 07:45","197ml, formula"
Feeding,Bottle,"2025-05-30, 02:50","2025-05-30, 03:00","116ml, formula"
Feeding,Bottle,"2025-05-29, 22:50","2025-05-29, 23:00","107ml, formula"
Feeding,Bottle,"2025-05-29, 19:40","2025-05-29, 19:50","206ml, formula"
Feeding,Bottle,"2025-05-29, 16:45","2025-05-29, 17:00","91ml, formula"
Feeding,Bottle,"2025-05-29, 13:15","2025-05-29, 13:35","188ml, formula"
Feeding,Bottle,"2025-05-29, 09:15","2025-05-29, 10:15","124ml, formula"
Feeding,Bottle,"2025-05-29, 06:05","2025-05-29, 06:25","129ml, formula"
Feeding,Bottle,"2025-05-28, 22:45","2025-05-28, 23:24","63ml, formula"
Feeding,Bottle,"2025-05-28, 19:00","2025-05-28, 19:30","147ml, formula"
Feeding,Bottle,"2025-05-28, 15:20","2025-05-28, 15:35","149ml, formula"
Feeding,Bottle,"2025-05-28, 11:10","2025-05-28, 11:45","132ml, formula"
Feeding,Bottle,"2025-05-28, 07:55","2025-05-28, 09:00","89ml, formula"
Feeding,Bottle,"2025-05-28, 03:50","2025-05-28, 04:00","125ml, formula"
Feeding,Bottle,"2025-05-27, 23:15","2025-05-27, 23:30","113ml, formula"
Feeding,Bottle,"2025-05-27, 19:15","2025-05-27, 19:30","159ml, formula"
Feeding,Bottle,"2025-05-27, 16:15","2025-05-27, 17:00","71ml, formula"
Feeding,Bottle,"2025-05-27, 12:40","2025-05-27, 13:15","151ml, formula"
Feeding,Bottle,"2025-05-27, 09:20","2025-05-27, 10:20","116ml, formula"
Feeding,Bottle,"2025-05-27, 06:20","2025-05-27, 06:30","156ml, formula"
Feeding,Bottle,"2025-05-26, 23:50","2025-05-27, 00:00","136ml, formula"
Feeding,Bottle,"2025-05-26, 20:05","2025-05-26, 20:15","66ml, formula"
Feeding,Bottle,"2025-05-26, 17:00","2025-05-26, 17:20","224ml, formula"
Feeding,Bottle,"2025-05-26, 14:00","2025-05-26, 15:00","97ml, formula"
Feeding,Bottle,"2025-05-26, 09:40","2025-05-26, 11:40","149ml, formula"
Feeding,Bottle,"2025-05-26, 06:35","2025-05-26, 06:45","192ml, formula"
Feeding,Bottle,"2025-05-25, 23:40","2025-05-25, 23:50","106ml, formula"
Feeding,Bottle,"2025-05-25, 18:45","2025-05-25, 19:05","288ml, formula"
Feeding,Bottle,"2025-05-25, 15:45","2025-05-25, 15:55","132ml, formula"
Feeding,Bottle,"2025-05-25, 12:10","2025-05-25, 13:40","140ml, formula"
Feeding,Bottle,"2025-05-25, 08:45","2025-05-25, 09:00","216ml, formula"
Feeding,Bottle,"2025-05-25, 04:50","2025-05-25, 05:05","147ml, formula"
Feeding,Bottle,"2025-05-24, 19:00","2025-05-24, 20:00","221ml, formula"
Feeding,Bottle,"2025-05-24, 15:30","2025-05-24, 16:30","180ml, formula"
Feeding,Bottle,"2025-05-24, 12:30","2025-05-24, 13:15","112ml, formula"
Feeding,Bottle,"2025-05-24, 08:45","2025-05-24, 09:15","130ml, formula"
Feeding,Bottle,"2025-05-24, 05:20","2025-05-24, 05:35","192ml, formula"
Feeding,Bottle,"2025-05-23, 23:40","2025-05-23, 23:45","94ml, formula"
Feeding,Bottle,"2025-05-23, 19:30","2025-05-23, 20:00","169ml, formula"
Feeding,Bottle,"2025-05-23, 16:40","2025-05-23, 17:20","120ml, formula"
Feeding,Bottle,"2025-05-23, 13:35","2025-05-23, 14:05","172ml, formula"
Feeding,Bottle,"2025-05-23, 09:40","2025-05-23, 09:55","118ml, formula"
Feeding,Bottle,"2025-05-23, 06:35","2025-05-23, 06:45","127ml, formula"
Feeding,Bottle,"2025-05-22, 23:45","2025-05-22, 23:55","203ml, formula"
Feeding,Bottle,"2025-05-22, 18:25","2025-05-22, 18:55","137ml, formula"
Feeding,Bottle,"2025-05-22, 15:10","2025-05-22, 15:40","110ml, formula"
Feeding,Bottle,"2025-05-22, 12:00","2025-05-22, 12:30","107ml, formula"
Feeding,Bottle,"2025-05-22, 08:20","2025-05-22, 09:15","122ml, formula"
Feeding,Bottle,"2025-05-22, 04:00","2025-05-22, 04:15","166ml, formula"
Feeding,Bottle,"2025-05-21, 23:55","2025-05-22, 00:05","164ml, formula"
Feeding,Bottle,"2025-05-21, 18:10","2025-05-21, 19:10","173ml, formula"
Feeding,Bottle,"2025-05-21, 14:50","2025-05-21, 15:20","144ml, formula"
Feeding,Bottle,"2025-05-21, 11:35","2025-05-21, 12:00","213ml, formula"
Feeding,Bottle,"2025-05-21, 08:30","2025-05-21, 08:50","148ml, formula"
Feeding,Bottle,"2025-05-21, 04:05","2025-05-21, 04:35","108ml, formula"
Feeding,Bottle,"2025-05-20, 23:10","2025-05-20, 23:15","114ml, formula"
Feeding,Bottle,"2025-05-20, 18:35","2025-05-20, 18:45","216ml, formula"
Feeding,Bottle,"2025-05-20, 15:05","2025-05-20, 15:35","133ml, formula"
Feeding,Bottle,"2025-05-20, 12:15","2025-05-20, 12:30","184ml, formula"
Feeding,Bottle,"2025-05-20, 09:00","2025-05-20, 09:25","172ml, formula"
Feeding,Bottle,"2025-05-20, 05:20","2025-05-20, 05:35","141ml, formula"
Feeding,Bottle,"2025-05-19, 22:40","2025-05-19, 22:50","93ml, formula"
Feeding,Bottle,"2025-05-19, 18:10","2025-05-19, 19:15","178ml, formula"
Feeding,Bottle,"2025-05-19, 15:10","2025-05-19, 15:30","163ml, formula"
Feeding,Bottle,"2025-05-19, 12:05","2025-05-19, 12:20","150ml, formula"
Feeding,Bottle,"2025-05-19, 08:30","2025-05-19, 09:00","142ml, formula"
Feeding,Bottle,"2025-05-19, 04:55","2025-05-19, 05:10","183ml, formula"
Feeding,Bottle,"2025-05-18, 23:10","2025-05-18, 23:20","165ml, formula"
Feeding,Bottle,"2025-05-18, 18:15","2025-05-18, 18:30","183ml, formula"
Feeding,Bottle,"2025-05-18, 15:10","2025-05-18, 15:40","181ml, formula"
Feeding,Bottle,"2025-05-18, 12:10","2025-05-18, 12:40","178ml, formula"
Feeding,Bottle,"2025-05-18, 08:25","2025-05-18, 08:45","192ml, formula"
Feeding,Bottle,"2025-05-18, 04:25","2025-05-18, 04:35","129ml, formula"
Feeding,Bottle,"2025-05-17, 23:20","2025-05-17, 23:25","111ml, formula"
Feeding,Bottle,"2025-05-17, 18:30","2025-05-17, 19:00","214ml, formula"
Feeding,Bottle,"2025-05-17, 15:20","2025-05-17, 15:30","158ml, formula"
Feeding,Bottle,"2025-05-17, 12:20","2025-05-17, 13:25","179ml, formula"
Feeding,Bottle,"2025-05-17, 08:50","2025-05-17, 09:10","201ml, formula"
Feeding,Bottle,"2025-05-17, 05:25","2025-05-17, 05:35","144ml, formula"
Feeding,Bottle,"2025-05-16, 19:50","2025-05-16, 21:00","219ml, formula"
Feeding,Bottle,"2025-05-16, 16:45","2025-05-16, 17:00","200ml, formula"
Feeding,Bottle,"2025-05-16, 14:00","2025-05-16, 14:15","159ml, formula"
Feeding,Bottle,"2025-05-16, 10:25","2025-05-16, 10:40","189ml, formula"
Feeding,Bottle,"2025-05-16, 07:35","2025-05-16, 07:50","168ml, formula"
Feeding,Bottle,"2025-05-16, 02:00","2025-05-16, 02:10","141ml, formula"
Feeding,Bottle,"2025-05-15, 19:25","2025-05-15, 19:35","116ml, formula"
Feeding,Bottle,"2025-05-15, 16:25","2025-05-15, 16:45","143ml, formula"
Feeding,Bottle,"2025-05-15, 13:20","2025-05-15, 13:50","177ml, formula"
Feeding,Bottle,"2025-05-15, 09:30","2025-05-15, 09:50","155ml, formula"
Feeding,Bottle,"2025-05-15, 06:20","2025-05-15, 06:35","185ml, formula"
Feeding,Bottle,"2025-05-15, 01:50","2025-05-15, 02:00","188ml, formula"
Feeding,Bottle,"2025-05-14, 18:55","2025-05-14, 19:10","218ml, formula"
Feeding,Bottle,"2025-05-14, 15:45","2025-05-14, 16:00","143ml, formula"
Feeding,Bottle,"2025-05-14, 12:45","2025-05-14, 13:05","149ml, formula"
Feeding,Bottle,"2025-05-14, 09:35","2025-05-14, 10:05","92ml, formula"
Feeding,Bottle,"2025-05-14, 06:35","2025-05-14, 06:50","164ml, formula"
Feeding,Bottle,"2025-05-14, 00:10","2025-05-14, 00:20","117ml, formula"
Feeding,Bottle,"2025-05-13, 18:25","2025-05-13, 18:45","156ml, formula"
Feeding,Bottle,"2025-05-13, 15:00","2025-05-13, 15:10","161ml, formula"
Feeding,Bottle,"2025-05-13, 11:40","2025-05-13, 11:50","169ml, formula"
Feeding,Bottle,"2025-05-13, 08:10","2025-05-13, 08:30","166ml, formula"
Feeding,Bottle,"2025-05-13, 03:05","2025-05-13, 03:18","209ml, formula"
Feeding,Bottle,"2025-05-12, 19:25","2025-05-12, 19:35","115ml, formula"
Feeding,Bottle,"2025-05-12, 16:40","2025-05-12, 17:00","119ml, formula"
Feeding,Bottle,"2025-05-12, 13:20","2025-05-12, 13:35","155ml, formula"
Feeding,Bottle,"2025-05-12, 09:45","2025-05-12, 10:00","148ml, formula"
Feeding,Bottle,"2025-05-12, 06:25","2025-05-12, 06:35","149ml, formula"
Feeding,Bottle,"2025-05-12, 02:15","2025-05-12, 02:25","151ml, formula"
Feeding,Bottle,"2025-05-11, 20:15","2025-05-11, 20:35","164ml, formula"
Feeding,Bottle,"2025-05-11, 17:20","2025-05-11, 17:30","176ml, formula"
Feeding,Bottle,"2025-05-11, 13:45","2025-05-11, 14:00","143ml, formula"
Feeding,Bottle,"2025-05-11, 10:10","2025-05-11, 10:30","136ml, formula"
Feeding,Bottle,"2025-05-11, 07:15","2025-05-11, 07:35","95ml, formula"
Feeding,Bottle,"2025-05-11, 03:00","2025-05-11, 03:15","120ml, formula"
Feeding,Bottle,"2025-05-10, 19:50","2025-05-10, 20:00","153ml, formula"
Feeding,Bottle,"2025-05-10, 16:50","2025-05-10, 17:10","160ml, formula"
